Date,Region,Product,Share
202002,Santa Cruz Ciudad Norte,maltin 620cc ret x12,0.01
202002,La Paz Ciudad,huari 330cc ow 8x2,0.01
202002,Santa Cruz Ciudad,paceña pilsener 354cc lat x24 si,0.01
202002,Oruro Ciudad,paceña pilsener 473cc lat x24,0.01
202002,Oruro Ciudad,maltin 620cc ret x12,0.01
202003,La Paz Ciudad,paceña pilsener 710cc ret x12 si,0
202003,La Paz Ciudad,paceña pilsener 710cc ret x12 si,0.03
202003,La Paz Ciudad,paceña pilsener 710cc ret x12 si,0.05
202003,Santa Cruz Ciudad,paceña pilsener 710cc ret x12 si,0.05
202003,Santa Cruz Ciudad,paceña pilsener 710cc ret x12 si,0.14
202003,Santa Cruz Ciudad,paceña pilsener 710cc ret x12 si,1.79
202003,Santa Cruz Ciudad Norte,paceña pilsener 710cc ret x12 si,0.04
202003,Santa Cruz Ciudad Norte,paceña pilsener 710cc ret x12 si,0.84
202003,Santa Cruz Provincias,paceña pilsener 710cc ret x12 si,0.14
202003,Santa Cruz Provincias,paceña pilsener 710cc ret x12 si,1.55
202003,Cochabamba Ciudad,paceña pilsener 710cc ret x12 si,0
202003,Cochabamba Ciudad,paceña pilsener 710cc ret x12 si,0
202003,Cochabamba Ciudad,paceña pilsener 710cc ret x12 si,1.19
202003,Cochabamba Provincias,paceña pilsener 710cc ret x12 si,0.49
202003,Trinidad,paceña pilsener 710cc ret x12 si,0.13
202003,Trinidad,paceña pilsener 710cc ret x12 si,0.48
202003,Pando,paceña pilsener 710cc ret x12 si,0
202003,Yacuiba,paceña pilsener 710cc ret x12 si,0
202003,Yacuiba,paceña pilsener 710cc ret x12 si,0.03
202003,Sucre,paceña pilsener 710cc ret x12 si,0
202003,Sucre,paceña pilsener 710cc ret x12 si,0
202003,Tarija,paceña pilsener 710cc ret x12 si,0.04
202003,Tarija,paceña pilsener 710cc ret x12 si,0.06
202003,Oruro Ciudad,paceña pilsener 710cc ret x12 si,0
202003,Oruro Ciudad,paceña pilsener 710cc ret x12 si,0
202004,La Paz Ciudad,paceña pilsener 710cc ret x12 si,0.06
202004,El Alto Ciudad,paceña pilsener 710cc ret x12 si,0
202004,Santa Cruz Ciudad,paceña pilsener 710cc ret x12 si,0.07
202004,Santa Cruz Ciudad Norte,paceña pilsener 710cc ret x12 si,0.06
202004,Cochabamba Ciudad,paceña pilsener 710cc ret x12 si,0.22
202004,Cochabamba Provincias,paceña pilsener 710cc ret x12 si,0.1
202004,Yacuiba,paceña pilsener 710cc ret x12 si,0.01
202004,Sucre,paceña pilsener 710cc ret x12 si,0
202004,Tarija,paceña pilsener 710cc ret x12 si,0.25
202005,La Paz Ciudad,paceña pilsener 710cc ret x12 si,0
202005,La Paz Ciudad,paceña pilsener 710cc ret x12 si,0.03
202005,Santa Cruz Ciudad,paceña pilsener 710cc ret x12 si,0.01
202005,Santa Cruz Ciudad,paceña pilsener 710cc ret x12 si,0.06
202005,Santa Cruz Ciudad Norte,paceña pilsener 710cc ret x12 si,0.08
202005,Cochabamba Ciudad,paceña pilsener 710cc ret x12 si,0.35
202005,Cochabamba Ciudad,paceña pilsener 710cc ret x12 si,0.49
202005,Cochabamba Provincias,paceña pilsener 710cc ret x12 si,0.24
202005,Trinidad,paceña pilsener 710cc ret x12 si,0.03
202005,Yacuiba,paceña pilsener 710cc ret x12 si,0.01
202005,Sucre,paceña pilsener 710cc ret x12 si,0
202005,Tarija,paceña pilsener 710cc ret x12 si,0.01
202005,Oruro Ciudad,paceña pilsener 710cc ret x12 si,0
202002,Pando,paceña pilsener 473cc lat x24,0.01
202002,Santa Cruz Ciudad Norte,baltica 473cc lat x24,0.01
202002,Santa Cruz Ciudad Norte,brahma 354cc lat x24,0.01
202002,Cochabamba Ciudad,huari pilsener 620cc ret x12,0.01
202002,Trinidad,paceña pilsener 1l ret x12 si,0.01
202002,Trinidad,paceña ice ow 300 cc x 24 six pack,0.01
202002,La Paz Ciudad,paceña pilsener 354cc lat x24 si,0.01
202002,Potosi,maltin 350cc ow x24,0.01
202002,Potosi,paceña pilsener 620cc ret x156 fut,0.01
202002,Pando,bicervecina el inca 350cc ow x24,0.01
202002,Oruro Provincias,brahma 354cc lat x24,0.01
202002,Santa Cruz Ciudad,bicervecina el inca 620cc ret x12 si,0.01
202002,Santa Cruz Ciudad Norte,huari miel 330cc ow x24,0.01
202002,La Paz Ciudad,huari pilsener 354cc lat x24,0.01
202002,Santa Cruz Ciudad Norte,paceña sin alcohol rubia 354cc lat x24,0.01
202002,Cochabamba Ciudad,paceña centenario 354cc lat x6,0.01
202002,Sucre,bock 473cc lat x24,0.01
202002,Cochabamba Ciudad,paceña pilsener 710cc ret x12 si,0.01
202002,Santa Cruz Ciudad Norte,huari tradicional 250 ret x24,0.01
202002,El Alto Provincias,bicervecina el inca 350cc ow x24,0.01
202002,Sucre,bicervecina el inca 620cc ret x12 si,0.01
202002,Yacuiba,imperial 1l ret x12,0.01
202002,La Paz Ciudad,becks 300cc ow x24 pack,0.01
202002,Tarija,imperial 350cc lat x24,0.01
202002,Oruro Ciudad,baltica 473cc lat x24,0.01
202002,Santa Cruz Ciudad,paceña pilsener 250 ret x24,0.01
202002,Santa Cruz Ciudad,imperial 350cc lat x24,0.01
202002,Sucre,huari 330cc ow 8x2,0.01
202002,La Paz Ciudad,paceña pilsener 300cc ow x24,0.01
202002,Santa Cruz Ciudad,becks gold 354cc lat x6,0.01
202002,Santa Cruz Provincias,corona balde ow 355 2x5,0.01
202002,Yacuiba,huari pilsener 354cc lat x24,0.01
202002,Sucre,brahma 354cc lat x24,0.01
202002,Tarija,maltin 473cc lat x24,0.01
202002,Oruro Ciudad,paceña pilsener 354cc lat x24 si,0.01
202002,Santa Cruz Ciudad Norte,imperial 620cc ret x12,0.01
202002,Trinidad,maltin 350cc ow x24,0.01
202002,Sucre,maltin 350cc ow x24,0.01
202002,Oruro Ciudad,bock 473cc lat x24,0.01
202002,Potosi,huari pilsener ret x12 1l,0.01
202002,Tarija,paceña pilsener 354cc lat x24 si,0.01
202002,Oruro Ciudad,corona balde ow 355 2x5,0.01
202002,Santa Cruz Ciudad Norte,paceña pilsener 354cc lat x24 si,0.01
202003,La Paz Ciudad,bicervecina original negra 620cc ret x12,0
202003,La Paz Ciudad,bicervecina original negra 620cc ret x12,0.05
202003,La Paz Ciudad,bicervecina original negra 620cc ret x12,0.07
202003,El Alto Ciudad,bicervecina original negra 620cc ret x12,0.13
202003,El Alto Ciudad,bicervecina original negra 620cc ret x12,0.16
202003,El Alto Provincias,bicervecina original negra 620cc ret x12,0.22
202003,Santa Cruz Ciudad,bicervecina original negra 620cc ret x12,0
202003,Santa Cruz Ciudad,bicervecina original negra 620cc ret x12,0
202003,Santa Cruz Ciudad Norte,bicervecina original negra 620cc ret x12,0
202003,Cochabamba Ciudad,bicervecina original negra 620cc ret x12,0.03
202003,Cochabamba Provincias,bicervecina original negra 620cc ret x12,0
202003,Tarija,bicervecina original negra 620cc ret x12,0.01
202003,Oruro Ciudad,bicervecina original negra 620cc ret x12,0.01
202003,Oruro Ciudad,bicervecina original negra 620cc ret x12,0.04
202003,Oruro Provincias,bicervecina original negra 620cc ret x12,0.01
202004,La Paz Ciudad,bicervecina original negra 620cc ret x12,0
202004,La Paz Ciudad,bicervecina original negra 620cc ret x12,0.5
202004,El Alto Ciudad,bicervecina original negra 620cc ret x12,0.11
202004,El Alto Ciudad,bicervecina original negra 620cc ret x12,0.44
202004,El Alto Provincias,bicervecina original negra 620cc ret x12,0.04
202004,Santa Cruz Ciudad,bicervecina original negra 620cc ret x12,0.02
202004,Santa Cruz Ciudad Norte,bicervecina original negra 620cc ret x12,0
202004,Cochabamba Ciudad,bicervecina original negra 620cc ret x12,0.03
202004,Tarija,bicervecina original negra 620cc ret x12,0.01
202004,Oruro Ciudad,bicervecina original negra 620cc ret x12,0.1
202005,La Paz Ciudad,bicervecina original negra 620cc ret x12,0.03
202005,La Paz Ciudad,bicervecina original negra 620cc ret x12,0.09
202005,El Alto Ciudad,bicervecina original negra 620cc ret x12,0.03
202005,El Alto Ciudad,bicervecina original negra 620cc ret x12,0.15
202005,El Alto Provincias,bicervecina original negra 620cc ret x12,0.03
202005,Santa Cruz Ciudad,bicervecina original negra 620cc ret x12,0
202005,Santa Cruz Ciudad,bicervecina original negra 620cc ret x12,0
202005,Santa Cruz Ciudad Norte,bicervecina original negra 620cc ret x12,0
202005,Cochabamba Ciudad,bicervecina original negra 620cc ret x12,0.01
202005,Cochabamba Ciudad,bicervecina original negra 620cc ret x12,0.03
202005,Tarija,bicervecina original negra 620cc ret x12,0
202005,Oruro Ciudad,bicervecina original negra 620cc ret x12,0.02
202005,Oruro Provincias,bicervecina original negra 620cc ret x12,0
202002,Trinidad,huari 330cc ow 8x2,0.01
202002,Oruro Provincias,huari 330cc ow 8x2,0.01
202002,Santa Cruz Ciudad,huari pilsener 20l barril x1,0.01
202003,Cochabamba Ciudad,taquiña export 710cc ret x12,0
202003,Cochabamba Ciudad,taquiña export 710cc ret x12,0
202003,Cochabamba Ciudad,taquiña export 710cc ret x12,0.11
202003,Cochabamba Provincias,taquiña export 710cc ret x12,0.03
202004,Cochabamba Ciudad,taquiña export 710cc ret x12,0.02
202005,Cochabamba Ciudad,taquiña export 710cc ret x12,0.02
202005,Cochabamba Ciudad,taquiña export 710cc ret x12,0.03
202002,Tarija,imperial 350cc lat x24,0.01
202002,Trinidad,huari pilsener 620cc ret x12,0.01
202002,Santa Cruz Ciudad,huari tradicional 250 ret x24,0.01
202002,El Alto Ciudad,bicervecina el inca 350cc ow x24,0.01
202002,Cochabamba Ciudad,paceña pilsener 473cc lat x24,0.01
202002,Sucre,maltin 473cc lat x24,0.01
202002,Tarija,paceña pilsener 620cc ret x156 fut,0.01
202002,Cochabamba Ciudad,paceña centenario 350cc ow 6x4,0.01
202002,Tarija,brahma 354cc lat x24,0.01
202002,Cochabamba Ciudad,paceña tropical 50l barril x1,0.01
202002,Santa Cruz Provincias,huari 330cc ow 8x2,0.01
202002,La Paz Ciudad,paceña pilsener 300cc ow x24,0.01
202003,Santa Cruz Ciudad Norte,paceña pilsener 1l ret x12 si,0.01
202003,Santa Cruz Provincias,paceña pilsener 1l ret x12 si,0.01
202003,Trinidad,paceña pilsener 1l ret x12 si,0.01
202003,Yacuiba,paceña pilsener 1l ret x12 si,0.06
202003,Yacuiba,paceña pilsener 1l ret x12 si,0.1
202003,Sucre,paceña pilsener 1l ret x12 si,0.07
202003,Sucre,paceña pilsener 1l ret x12 si,0.87
202003,Potosi,paceña pilsener 1l ret x12 si,0.06
202003,Potosi,paceña pilsener 1l ret x12 si,0.33
202003,Tarija,paceña pilsener 1l ret x12 si,0.05
202003,Tarija,paceña pilsener 1l ret x12 si,0.18
202003,Tarija,paceña pilsener 1l ret x12 si,0.94
202003,Oruro Provincias,paceña pilsener 1l ret x12 si,0.01
202004,Yacuiba,paceña pilsener 1l ret x12 si,0.06
202004,Sucre,paceña pilsener 1l ret x12 si,0.48
202004,Potosi,paceña pilsener 1l ret x12 si,0.1
202004,Tarija,paceña pilsener 1l ret x12 si,0.03
202004,Tarija,paceña pilsener 1l ret x12 si,0.15
202004,Tarija,paceña pilsener 1l ret x12 si,1.71
202005,Yacuiba,paceña pilsener 1l ret x12 si,0.01
202005,Yacuiba,paceña pilsener 1l ret x12 si,0.05
202005,Sucre,paceña pilsener 1l ret x12 si,0.02
202005,Sucre,paceña pilsener 1l ret x12 si,1.07
202005,Potosi,paceña pilsener 1l ret x12 si,0
202005,Potosi,paceña pilsener 1l ret x12 si,0.11
202005,Tarija,paceña pilsener 1l ret x12 si,0.13
202005,Tarija,paceña pilsener 1l ret x12 si,1.6
202002,Cochabamba Ciudad,corona balde ow 355 2x5,0.01
202002,Cochabamba Ciudad,huari 330cc ow 8x2,0.01
202002,Potosi,corona balde ow 355 2x5,0.01
202002,La Paz Ciudad,paceña pilsener 473cc lat x24,0.01
202002,Sucre,becks gold 354cc lat x6,0
202002,Oruro Ciudad,baltica 350cc lat x24,0
202002,Santa Cruz Ciudad,bicervecina el inca 620cc ret x12 si,0
202002,Sucre,becks gold eventos ret x12 620cc,0
202002,Oruro Provincias,paceña pilsener 473cc lat x24,0
202002,Sucre,baltica 350cc lat x24,0
202002,La Paz Ciudad,paceña centenario 350cc ow 6x4,0
202002,Oruro Ciudad,baltica 350cc lat x24,0
202002,El Alto Provincias,huari 330cc ow 8x2,0
202002,Cochabamba Ciudad,taquiña export 1l ret x12,0
202002,Santa Cruz Ciudad Norte,paceña centenario 20l barril x1,0
202002,El Alto Ciudad,paceña centenario 354cc lat x6,0
202002,Santa Cruz Ciudad Norte,maltin 620cc ret x12,0
202002,El Alto Ciudad,bock 473cc lat x24,0
202002,La Paz Ciudad,bicervecina el inca 350cc ow x24,0
202002,Potosi,paceña pilsener 710cc ret x12 si,0
202002,Oruro Provincias,brahma 354cc lat x24,0
202003,La Paz Ciudad,paceña sin alcohol rubia 354cc lat x24,0
202003,La Paz Ciudad,paceña sin alcohol rubia 354cc lat x24,0.01
202003,Santa Cruz Ciudad,paceña sin alcohol rubia 354cc lat x24,0
202003,Santa Cruz Ciudad,paceña sin alcohol rubia 354cc lat x24,0
202003,Santa Cruz Ciudad,paceña sin alcohol rubia 354cc lat x24,0
202003,Santa Cruz Ciudad Norte,paceña sin alcohol rubia 354cc lat x24,0
202003,Santa Cruz Ciudad Norte,paceña sin alcohol rubia 354cc lat x24,0.02
202003,Cochabamba Ciudad,paceña sin alcohol rubia 354cc lat x24,0
202003,Cochabamba Ciudad,paceña sin alcohol rubia 354cc lat x24,0.01
202003,Cochabamba Ciudad,paceña sin alcohol rubia 354cc lat x24,0.01
202003,Tarija,paceña sin alcohol rubia 354cc lat x24,0
202003,Tarija,paceña sin alcohol rubia 354cc lat x24,0
202004,La Paz Ciudad,paceña sin alcohol rubia 354cc lat x24,0.02
202004,El Alto Ciudad,paceña sin alcohol rubia 354cc lat x24,0
202004,Santa Cruz Ciudad,paceña sin alcohol rubia 354cc lat x24,0.01
202004,Santa Cruz Ciudad Norte,paceña sin alcohol rubia 354cc lat x24,0.05
202004,Cochabamba Ciudad,paceña sin alcohol rubia 354cc lat x24,0.02
202005,La Paz Ciudad,paceña sin alcohol rubia 354cc lat x24,0.01
202005,Santa Cruz Ciudad,paceña sin alcohol rubia 354cc lat x24,0
202005,Santa Cruz Ciudad,paceña sin alcohol rubia 354cc lat x24,0.01
202005,Santa Cruz Ciudad Norte,paceña sin alcohol rubia 354cc lat x24,0.01
202005,Cochabamba Ciudad,paceña sin alcohol rubia 354cc lat x24,0
202005,Tarija,paceña sin alcohol rubia 354cc lat x24,0
202002,Riberalta,huari 330cc ow 8x2,0
202002,Oruro Ciudad,huari pilsener 354cc lat x24,0
202002,Tarija,huari pilsener 620cc ret x12,0
202002,Tarija,brahma 354cc lat x24,0
202002,Potosi,imperial 350cc lat x24,0
202002,Tarija,paceña pilsener 354cc lat x24 si,0
202002,Oruro Ciudad,bock 473cc lat x24,0
202002,Potosi,huari pilsener 620cc ret x12,0
202002,Tarija,paceña pilsener 710cc ret x12 si,0
202003,Sucre,maltin 350cc lat x24,0.02
202003,Tarija,maltin 350cc lat x24,0
202003,Oruro Ciudad,maltin 350cc lat x24,0.02
202003,Oruro Ciudad,maltin 350cc lat x24,0.04
202003,Oruro Provincias,maltin 350cc lat x24,0.02
202004,Oruro Ciudad,maltin 350cc lat x24,0
202005,Sucre,maltin 350cc lat x24,0
202002,Sucre,maltin 473cc lat x24,0
202002,Potosi,becks gold 354cc lat x6,0
202002,Santa Cruz Ciudad,paceña pilsener 300cc ow x24,0
202002,Trinidad,imperial 620cc ret x12,0
202002,Tarija,becks gold 354cc lat x6,0
202002,La Paz Ciudad,paceña ice 354cc lat x24,0
202002,Oruro Ciudad,huari pilsener ret x12 1l,0
202002,Pando,paceña pilsener 710cc ret x12 si,0
202002,Cochabamba Ciudad,brahma 354cc lat x24,0
202002,Potosi,imperial 620cc ret x12,0
202002,La Paz Ciudad,paceña pilsener 473cc lat x24,0
202002,Pando,huari pilsener 354cc lat x24,0
202002,Cochabamba Ciudad,becks gold 354cc lat x6,0
202002,Cochabamba Ciudad,becks 300cc ow x24 pack,0
202002,Riberalta,huari miel 330cc ow x24,0
202002,La Paz Ciudad,huari pilsener 354cc lat x24,0
202002,El Alto Provincias,paceña centenario 354cc lat x6,0
202002,Tarija,becks gold 354cc lat x6,0
202002,Santa Cruz Ciudad Norte,becks gold 354cc lat x6,0
202002,Potosi,bicervecina el inca 620cc ret x12 si,0
202002,Tarija,bicervecina el inca 620cc ret x12 si,0
202002,Oruro Provincias,paceña pilsener 1l ret x12 si,0
202002,Santa Cruz Ciudad Norte,paceña pilsener 473cc lat x24,0
202002,Trinidad,paceña pilsener 300cc ow x24,0
202002,Santa Cruz Ciudad Norte,imperial 350cc lat x24,0
202002,Cochabamba Ciudad,huari pilsener 20l barril x1,0
202002,Santa Cruz Ciudad,paceña pilsener 620cc ret x156 fut,0
202002,Trinidad,maltin 473cc lat x24,0
202002,Santa Cruz Ciudad Norte,paceña tropical 50l barril x1,0
202002,Pando,paceña pilsener 300cc ow x24,0
202002,Sucre,paceña pilsener 300cc ow x24,0
202002,El Alto Provincias,huari pilsener 354cc lat x24,0
202002,Oruro Ciudad,huari 330cc ow 8x2,0
202002,Cochabamba Provincias,paceña ice 354cc lat x24,0
202002,Santa Cruz Ciudad,becks gold 354cc lat x6,0
202002,Tarija,maltin 620cc ret x12,0
202002,Tarija,bock 473cc lat x24,0
202002,Cochabamba Ciudad,paceña ice 354cc lat x24,0
202002,Santa Cruz Ciudad,paceña centenario ret x12 620,0
202002,Oruro Provincias,maltin 620cc ret x12,0
202002,Riberalta,paceña centenario ret x12 620,0
202002,Pando,huari 330cc ow 8x2,0
202002,Santa Cruz Ciudad Norte,bicervecina el inca 620cc ret x12 si,0
202002,Cochabamba Ciudad,bock 473cc lat x24,0
202002,Cochabamba Provincias,imperial 473cc lat x24,0
202002,Yacuiba,huari miel 330cc ow x24,0
202002,Trinidad,huari miel 330cc ow x24,0
202002,Riberalta,maltin 350cc ow x24,0
202003,Santa Cruz Ciudad,imperial 473cc lat x24,0
202003,Riberalta,imperial 473cc lat x24,0
202003,Yacuiba,imperial 473cc lat x24,0
202003,Yacuiba,imperial 473cc lat x24,0.01
202003,Potosi,imperial 473cc lat x24,0
202003,Tarija,imperial 473cc lat x24,0
202003,Tarija,imperial 473cc lat x24,0.01
202004,Yacuiba,imperial 473cc lat x24,0
202004,Potosi,imperial 473cc lat x24,0
202004,Tarija,imperial 473cc lat x24,0.02
202005,Santa Cruz Ciudad,imperial 473cc lat x24,0
202005,Cochabamba Ciudad,imperial 473cc lat x24,0.2
202005,Cochabamba Ciudad,imperial 473cc lat x24,0.84
202005,Cochabamba Provincias,imperial 473cc lat x24,0.06
202005,Yacuiba,imperial 473cc lat x24,0
202005,Potosi,imperial 473cc lat x24,0
202005,Tarija,imperial 473cc lat x24,0.02
202002,El Alto Ciudad,huari 330cc ow 8x2,0
202002,Pando,huari miel 330cc ow x24,0
202002,Oruro Ciudad,imperial 620cc ret x12,0
202002,Potosi,maltin 620cc ret x12,0
202002,Cochabamba Ciudad,paceña pilsener 620cc ret x156 fut,0
202002,Sucre,maltin 620cc ret x12,0
202002,Tarija,corona balde ow 355 2x5,0
202002,Cochabamba Ciudad,paceña pilsener 354cc lat x24 si,0
202002,Cochabamba Ciudad,paceña sin alcohol rubia 354cc lat x24,0
202002,Yacuiba,huari pilsener 620cc ret x12,0
202002,Cochabamba Ciudad,becks gold 354cc lat x6,0
202002,Oruro Provincias,corona balde ow 355 2x5,0
202002,La Paz Ciudad,paceña sin alcohol rubia 354cc lat x24,0
202002,Santa Cruz Ciudad,huari miel 330cc ow x24,0
202002,Tarija,huari pilsener 354cc lat x24,0
202002,Tarija,huari 330cc ow 8x2,0
202002,Potosi,bock 473cc lat x24,0
202002,Oruro Ciudad,becks gold 354cc lat x6,0
202002,Potosi,brahma fronteras ret 1l x 12,0
202002,Oruro Ciudad,huari pilsener 620cc ret x12,0
202002,Potosi,huari miel 330cc ow x24,0
202002,El Alto Provincias,paceña centenario 1l ret x12,0
202003,La Paz Ciudad,huari pilsener 354cc lat x24,0
202003,La Paz Ciudad,huari pilsener 354cc lat x24,0
202003,La Paz Ciudad,huari pilsener 354cc lat x24,0.02
202003,El Alto Ciudad,huari pilsener 354cc lat x24,0.01
202003,Santa Cruz Ciudad,huari pilsener 354cc lat x24,0.08
202003,Santa Cruz Ciudad,huari pilsener 354cc lat x24,0.11
202003,Santa Cruz Ciudad,huari pilsener 354cc lat x24,0.27
202003,Santa Cruz Ciudad Norte,huari pilsener 354cc lat x24,0.12
202003,Santa Cruz Ciudad Norte,huari pilsener 354cc lat x24,0.15
202003,Santa Cruz Provincias,huari pilsener 354cc lat x24,0.06
202003,Santa Cruz Provincias,huari pilsener 354cc lat x24,0.11
202003,Cochabamba Ciudad,huari pilsener 354cc lat x24,0
202003,Cochabamba Ciudad,huari pilsener 354cc lat x24,0.06
202003,Cochabamba Ciudad,huari pilsener 354cc lat x24,0.1
202003,Cochabamba Provincias,huari pilsener 354cc lat x24,0.03
202003,Trinidad,huari pilsener 354cc lat x24,0.01
202003,Yacuiba,huari pilsener 354cc lat x24,0
202003,Sucre,huari pilsener 354cc lat x24,0.02
202003,Potosi,huari pilsener 354cc lat x24,0.01
202003,Tarija,huari pilsener 354cc lat x24,0
202003,Tarija,huari pilsener 354cc lat x24,0
202003,Oruro Ciudad,huari pilsener 354cc lat x24,0
202003,Oruro Ciudad,huari pilsener 354cc lat x24,0.07
202003,Oruro Ciudad,huari pilsener 354cc lat x24,0.12
202003,Oruro Provincias,huari pilsener 354cc lat x24,0.04
202004,La Paz Ciudad,huari pilsener 354cc lat x24,0.07
202004,El Alto Ciudad,huari pilsener 354cc lat x24,0.01
202004,Santa Cruz Ciudad,huari pilsener 354cc lat x24,0.33
202004,Santa Cruz Ciudad,huari pilsener 354cc lat x24,0.43
202004,Santa Cruz Ciudad Norte,huari pilsener 354cc lat x24,0.72
202004,Cochabamba Ciudad,huari pilsener 354cc lat x24,0.2
202004,Sucre,huari pilsener 354cc lat x24,0.02
202004,Potosi,huari pilsener 354cc lat x24,0
202004,Tarija,huari pilsener 354cc lat x24,0
202004,Oruro Ciudad,huari pilsener 354cc lat x24,0.01
202004,Oruro Ciudad,huari pilsener 354cc lat x24,0.22
202005,La Paz Ciudad,huari pilsener 354cc lat x24,0
202005,La Paz Ciudad,huari pilsener 354cc lat x24,0.01
202005,El Alto Ciudad,huari pilsener 354cc lat x24,0
202005,Santa Cruz Ciudad,huari pilsener 354cc lat x24,0
202005,Santa Cruz Ciudad,huari pilsener 354cc lat x24,0.02
202005,Santa Cruz Ciudad Norte,huari pilsener 354cc lat x24,0.03
202005,Santa Cruz Provincias,huari pilsener 354cc lat x24,0
202005,Cochabamba Ciudad,huari pilsener 354cc lat x24,0.05
202005,Cochabamba Provincias,huari pilsener 354cc lat x24,0.03
202005,Trinidad,huari pilsener 354cc lat x24,0.01
202005,Sucre,huari pilsener 354cc lat x24,0.01
202005,Potosi,huari pilsener 354cc lat x24,0
202005,Tarija,huari pilsener 354cc lat x24,0
202005,Oruro Ciudad,huari pilsener 354cc lat x24,0
202005,Oruro Ciudad,huari pilsener 354cc lat x24,0.1
202005,Oruro Provincias,huari pilsener 354cc lat x24,0.01
202002,Riberalta,paceña pilsener 473cc lat x24,0
202002,El Alto Provincias,bock 473cc lat x24,0
202002,Oruro Ciudad,paceña centenario 354cc lat x6,0
202002,Cochabamba Ciudad,huari pilsener 354cc lat x24,0
202002,La Paz Ciudad,paceña ice ow 300 cc x 24 six pack,0
202002,Oruro Ciudad,huari 330cc ow 8x2,0
202002,Yacuiba,paceña ice 354cc lat x24,0
202002,Santa Cruz Ciudad,paceña centenario 354cc lat x6,0
202002,Yacuiba,maltin 620cc ret x12,0
202002,Tarija,maltin 350cc lat x24,0
202002,Santa Cruz Ciudad,paceña pilsener 620cc ret x156 fut,0
202003,La Paz Ciudad,becks 300cc ow x24 pack,0
202003,La Paz Ciudad,becks 300cc ow x24 pack,0.01
202003,El Alto Ciudad,becks 300cc ow x24 pack,0
202003,Santa Cruz Ciudad,becks 300cc ow x24 pack,0
202003,Santa Cruz Ciudad,becks 300cc ow x24 pack,0
202003,Santa Cruz Ciudad Norte,becks 300cc ow x24 pack,0.01
202003,Cochabamba Ciudad,becks 300cc ow x24 pack,0.01
202003,Trinidad,becks 300cc ow x24 pack,0
202003,Pando,becks 300cc ow x24 pack,0
202003,Sucre,becks 300cc ow x24 pack,0
202003,Potosi,becks 300cc ow x24 pack,0
202003,Tarija,becks 300cc ow x24 pack,0
202003,Tarija,becks 300cc ow x24 pack,0.01
202003,Oruro Ciudad,becks 300cc ow x24 pack,0
202004,La Paz Ciudad,becks 300cc ow x24 pack,0
202004,Santa Cruz Ciudad,becks 300cc ow x24 pack,0
202004,Santa Cruz Ciudad Norte,becks 300cc ow x24 pack,0.01
202004,Cochabamba Ciudad,becks 300cc ow x24 pack,0
202004,Sucre,becks 300cc ow x24 pack,0
202005,La Paz Ciudad,becks 300cc ow x24 pack,0.01
202005,El Alto Ciudad,becks 300cc ow x24 pack,0
202005,Santa Cruz Ciudad,becks 300cc ow x24 pack,0
202005,Santa Cruz Ciudad,becks 300cc ow x24 pack,0.01
202005,Santa Cruz Ciudad Norte,becks 300cc ow x24 pack,0.01
202005,Cochabamba Ciudad,becks 300cc ow x24 pack,0
202005,Trinidad,becks 300cc ow x24 pack,0
202005,Yacuiba,becks 300cc ow x24 pack,0
202005,Sucre,becks 300cc ow x24 pack,0
202005,Potosi,becks 300cc ow x24 pack,0
202005,Tarija,becks 300cc ow x24 pack,0
202005,Oruro Ciudad,becks 300cc ow x24 pack,0
202002,Oruro Provincias,bicervecina el inca 350cc ow x24,0
202003,Santa Cruz Ciudad,paceña pilsener 250 ret x24,0
202003,Santa Cruz Ciudad,paceña pilsener 250 ret x24,0.01
202003,Santa Cruz Ciudad,paceña pilsener 250 ret x24,0.02
202003,Santa Cruz Ciudad Norte,paceña pilsener 250 ret x24,0.02
202004,Santa Cruz Ciudad,paceña pilsener 250 ret x24,0.01
202004,Santa Cruz Ciudad Norte,paceña pilsener 250 ret x24,0.02
202005,Santa Cruz Ciudad,paceña pilsener 250 ret x24,0.01
202005,Santa Cruz Ciudad Norte,paceña pilsener 250 ret x24,0.01
202005,Tarija,chicha cbn 620cc ret x12,0
202002,Cochabamba Ciudad,paceña pilsener 710cc ret x12 si,0
202002,Santa Cruz Ciudad,becks gold ret x12 620,0
202002,Santa Cruz Ciudad,paceña pilsener 473cc lat x24,0
202002,Trinidad,bock 473cc lat x24,0
202002,Yacuiba,corona balde ow 355 2x5,0
202002,La Paz Ciudad,corona balde ow 355 2x5,0
202002,Tarija,paceña centenario 354cc lat x6,0
202002,Sucre,becks 300cc ow x24 pack,0
202002,El Alto Ciudad,paceña pilsener 473cc lat x24,0
202002,Santa Cruz Ciudad,paceña centenario ret x12 620,0
202002,La Paz Ciudad,huari pilsener 20l barril x1,0
202002,Oruro Ciudad,imperial 350cc lat x24,0
202002,El Alto Provincias,paceña centenario 350cc ow 6x4,0
202002,Cochabamba Ciudad,bicervecina el inca 620cc ret x12 si,0
202002,La Paz Ciudad,bicervecina el inca 350cc ow x24,0
202002,El Alto Provincias,paceña pilsener 300cc ow x24,0
202002,Yacuiba,paceña pilsener 300cc ow x24,0
202002,Trinidad,paceña ice ow 300 cc x 24 six pack,0
202002,Santa Cruz Ciudad Norte,bicervecina el inca 620cc ret x12 si,0
202002,Oruro Provincias,paceña pilsener 300cc ow x24,0
